id_municipio,populacao_2022,area_km2,densidade_hab_km2
2211308,22279,1333.722,16.7
2211357,5055,450.429,11.22
2211407,4417,236.453,18.68
2211506,3185,341.974,9.31
2211605,2935,221.627,13.24
2211704,4059,270.427,15.01
2300101,10038,180.833,55.51
2300150,14027,130.002,107.9
2300200,65264,842.471,77.47
2300309,44962,2254.279,19.95
2300408,14076,2438.563,5.77
2300507,11369,135.76,83.74
2300606,6782,72.675,93.32
2300705,14155,1147.208,12.34
2300754,42156,1175.044,35.88
2300804,7245,259.706,27.9
2300903,12928,543.98,23.77
2301000,80645,480.236,167.93
2301109,75113,1227.197,61.21
2301208,25553,643.988,39.68
2301257,11096,342.301,32.42
2301307,19783,1097.339,18.03
2301406,11224,119.758,93.72
2301505,7429,1068.437,6.95
2301604,21697,1155.124,18.78
2301703,23714,885.87,26.77
2301802,5704,145.556,39.19
2301851,17195,1080.986,15.91
2301901,75033,608.158,123.38
2301950,22392,260.003,86.12
2302008,19381,711.346,27.25
2302057,14567,385.583,37.78
2302107,35218,314.075,112.13
2302206,53114,1596.751,33.26
2302305,32775,842.106,38.92
2302404,50411,2835.037,17.78
2302503,51090,654.658,78.04
2302602,62326,1120.452,55.63
2302701,25135,1082.582,23.22
2302800,74174,3032.39,24.46
2302909,17254,226.549,76.16
2303006,16377,926.271,17.68
2303105,17632,755.597,23.34
2303204,26320,634.179,41.5
2303303,17015,1036.417,16.42
2303402,17210,363.22,47.38
2303501,72720,838.115,86.77
2303600,10243,488.153,20.98
2303659,10444,784.022,13.32
2303709,355679,1223.246,290.77
2303808,22344,729.97,30.61
2303907,12462,237.248,52.53
2303931,12113,815.268,14.86
2303956,20163,296.431,68.02
2304004,20953,750.332,27.92
2304103,76390,2981.459,25.62
2304202,131050,1138.15,115.14
2304236,17481,696.348,25.1
2304251,29761,335.921,88.6
2304269,8932,471.134,18.96
2304277,6474,362.906,17.84
2304285,74170,78.818,941.03
2304301,18217,530.54,34.34
2304350,24173,568.778,42.5
2304400,2428708,312.353,7775.52
2304459,17294,285.024,60.68
2304509,15657,210.284,74.46
2304608,6734,230.371,29.23
2304657,13801,258.942,53.3
2304707,53344,2663.174,20.03
2304806,4841,111.528,43.41
2304905,10910,155.681,70.08
2304954,24325,256.053,95.0
2305001,42053,624.606,67.33
2305100,5654,90.817,62.26
2305209,17855,926.592,19.27
2305233,74755,160.557,465.6
2305266,11956,879.255,13.6
2305308,23965,414.092,57.87
2305332,11611,423.856,27.39
2305357,21433,421.44,50.86
2305407,62642,1865.862,33.57
2305506,98064,992.208,98.83
2305605,24024,3222.381,7.46
2305654,11575,704.773,16.42
2305704,12083,276.508,43.7
2305803,41081,626.049,65.62
2305902,36798,1483.258,24.81
2306009,14001,839.174,16.68
2306108,23915,1466.412,16.31
2306207,7536,213.604,35.28
2306256,64650,153.686,420.66
2306306,46426,432.188,107.42
2306405,131123,1600.358,81.93
2306504,17841,593.231,30.07
2306553,42957,714.833,60.09
2306603,20424,829.626,24.62
2306702,17232,1826.826,9.43
2306801,10356,622.963,16.62
2306900,33726,1877.062,17.97
2307007,31701,854.362,37.1
2307106,27411,544.98,50.3
2307205,7861,368.359,21.34
2307254,25555,209.029,122.26
2307304,286120,258.788,1105.62
2307403,23922,940.336,25.44
2307502,30802,945.263,32.59
2307601,59560,744.525,80.0
2307635,16896,997.781,16.93
2307650,234509,105.071,2231.91
2307700,105093,583.505,180.11
2307809,25799,573.61,44.98
2307908,10846,303.445,35.74
2308005,37697,567.78,66.39
2308104,45561,1079.011,42.22
2308203,15157,151.651,99.95
2308302,25900,579.097,44.72
2308351,14123,502.137,28.13
2308377,14196,708.678,20.03
2308401,36822,613.317,60.04
2308500,37735,2115.748,17.84
2308609,17149,892.538,19.21
2308708,61443,2763.971,22.23
2308807,8254,414.446,19.92
2308906,22753,411.586,55.28
2309003,13666,192.19,71.11
2309102,10569,97.951,107.9
2309201,15399,282.584,54.49
2309300,30699,736.911,41.66
2309409,27545,947.44,29.07
2309458,24493,763.075,32.1
2309508,19675,577.526,34.07
2309607,70983,250.304,283.59
2309706,81524,133.236,611.88
2309805,11186,112.433,99.49
2309904,6175,88.355,69.89
2310001,9346,436.98,21.39
2310100,10242,128.896,79.46
2310209,38980,304.734,127.91
2310258,32216,289.231,111.39
2310308,31445,2313.868,13.59
2310407,10384,539.238,19.26
2310506,40187,1302.081,30.86
2310605,8972,150.536,59.6
2310704,37813,1379.836,27.4
2310803,15274,435.868,35.04
2310852,23391,74.033,315.95
2310902,16616,589.601,28.18
2310951,10606,244.464,43.38
2311009,12065,1310.771,9.2
2311108,17050,224.86,75.82
2311207,8833,343.264,25.73
2311231,5974,409.137,14.6
2311264,20213,1041.832,19.4
2311306,84168,2020.586,41.66
2311355,15910,605.345,26.28
2311405,82177,3324.987,24.71
2311504,20874,613.099,34.05
2311603,27214,247.989,109.74
2311702,18606,372.949,49.89
2311801,72928,1611.091,45.27
2311900,13854,1381.274,10.03
2311959,16633,806.253,20.63
2312007,30628,972.573,31.49
2312106,16954,855.165,19.83
2312205,40183,4262.293,9.43
2312304,47640,350.847,135.79
2312403,54143,842.635,64.25
2312502,5855,279.451,20.95
2312601,10822,122.865,88.08
2312700,24266,956.882,25.36
2312809,7262,424.642,17.1
2312908,203023,2068.474,98.15
2313005,18179,1535.855,11.84
2313104,30652,1047.637,29.26
2313203,24815,2014.543,12.32
2313252,7529,412.719,18.24
2313302,61227,4010.618,15.27
2313351,17154,758.707,22.61
2313401,81506,909.853,89.58
2313500,58415,928.725,62.9
2313559,15412,201.27,76.57
2313609,32767,423.673,77.34
2313708,6871,263.183,26.11
2313757,17470,315.648,55.35
2313807,20189,99.4,203.11
2313906,13746,697.683,19.7
2313955,18105,179.239,101.01
2314003,38984,829.976,46.97
2314102,59712,1310.91,45.55
2400109,10597,608.466,17.42
2400208,56496,1303.442,43.34
2400307,10839,576.179,18.81
2400406,2946,50.684,58.12
2400505,13640,381.205,35.78
2400604,4687,128.038,36.61
2400703,12484,191.334,65.25
2400802,11632,741.582,15.69
2400901,6577,244.897,26.86
2401008,36093,1602.477,22.52
2401107,24093,342.749,70.29
2401206,13251,115.407,114.82
2401305,9730,890.89,10.92
2401404,8825,247.484,35.66
2401453,26913,825.681,32.59
2401503,3986,152.626,26.12
2401602,4807,301.069,15.97
2401651,2306,253.519,9.1
2401701,9952,122.035,81.55
2401800,12202,61.559,198.22
2401859,6293,225.633,27.89
2401909,3268,261.194,12.51
2402006,61146,1228.584,49.77
2402105,10215,213.727,47.79
2402204,29668,245.485,120.85
2402303,19727,1095.803,18.0
2402402,7992,246.308,32.45
2402501,9714,517.737,18.76
2402600,79115,724.838,109.15
2402709,11000,393.573,27.95
2402808,5117,185.748,27.55
2402907,4237,117.139,36.17
2403004,8005,295.83,27.06
2403103,41313,864.349,47.8
2403202,7044,113.737,61.93
2403251,252716,124.006,2037.93
2403301,6016,125.749,47.84
2403400,5360,264.985,20.23
2403509,10620,135.838,78.18
2403608,61635,140.639,438.25
2403707,5944,268.591,22.13
2403756,2938,322.628,9.11
2403806,10196,507.892,20.08
2403905,2700,181.558,14.87
2404002,4122,63.279,65.14
2404101,2104,340.769,6.17
2404200,26741,192.279,139.07
2404309,11938,1129.55,10.57
2404408,9924,124.538,79.69
2404507,15295,258.307,59.21
2404606,11615,312.028,37.22
2404705,14131,374.245,37.76
2404804,2035,127.348,15.98
2404853,7292,203.624,35.81
2404903,5320,133.031,39.99
2405009,7834,54.561,143.58
2405108,6562,442.754,14.82
2405207,4746,303.448,15.64
2405306,9051,170.737,53.01
2405405,5117,188.99,27.08
2405504,2437,254.022,9.59
2405603,13977,330.53,42.29
2405702,11655,367.645,31.7
2405801,33290,714.961,46.56
2405900,2076,88.173,23.54
2406007,5803,117.635,49.33
2406106,17793,933.73,19.06
2406155,3739,44.641,83.76
2406205,6654,105.652,62.98
2406304,7338,117.971,62.2
2406403,2567,111.607,23.0
2406502,15573,176.302,88.33
2406601,8319,79.128,105.13
2406700,9866,676.625,14.58
2406809,4787,130.211,36.76
2406908,3490,30.931,112.83
2407005,9070,166.638,54.43
2407104,82249,510.092,161.24
2407203,27369,775.302,35.3
2407252,3924,31.971,122.74
2407302,7896,345.711,22.84
2407401,8179,169.464,48.26
2407500,10255,132.129,77.61
2407609,4274,142.608,29.97
2407708,11444,82.214,139.2
2407807,23031,211.259,109.02
2407906,2276,71.946,31.63
2408003,264577,2099.334,126.03
2408102,751300,167.401,4488.03
2408201,31942,307.719,103.8
2408300,34269,277.658,123.42
2408409,3905,141.17,27.66
2408508,4913,253.21,19.4
2408607,3934,81.39,48.34
2408706,3579,383.214,9.34
2408805,4801,231.007,20.78
2408904,21499,513.507,41.87
2408953,10351,151.097,68.51
2409100,10896,42.137,258.59
2409209,3115,41.215,75.58
2409308,11007,319.135,34.49
2409332,4847,219.57,22.07
2409407,30479,259.959,117.25
2409506,3618,221.167,16.36
2409605,2441,294.985,8.27
2409704,6242,952.755,6.55
2409803,13824,192.708,71.74
2409902,12278,419.137,29.29
2410009,2965,82.69,35.86
2410108,12390,230.401,53.78
2410207,7601,110.054,69.07
2410256,5228,361.237,14.47
2410306,10125,217.539,46.54
2410405,9362,504.294,18.56
2410504,5432,78.231,69.44
2410603,2934,100.073,29.32
2410702,2701,127.223,21.23
2410801,4127,128.106,32.22
2410900,7389,262.887,28.11
2411007,4242,154.84,27.4
2411056,5382,169.365,31.78
2411106,3206,125.809,25.48
2411205,37313,624.356,59.76
2411403,12456,1422.268,8.76
2411429,2696,188.403,14.31
2411502,22177,301.082,73.66
2411601,3304,288.761,11.44
2411700,3792,190.818,19.87
2411809,3492,404.427,8.63
2411908,4161,75.588,55.05
2412005,115838,249.8,463.72
2412104,5956,277.011,21.5
2412203,47286,289.987,163.06
2412302,11121,341.115,32.6
2412401,4558,174.505,26.12
2412500,23537,166.233,141.59
2412559,10221,431.444,23.69
2412609,16786,240.425,69.82
2412708,5776,195.237,29.58
2412807,7711,469.101,16.44
2412906,9972,862.585,11.56
2413003,6310,197.817,31.9
2413102,5965,152.376,39.15
2413201,4065,26.1,155.75
2413300,5703,96.628,59.02
2413359,13091,620.241,21.11
2413409,7597,562.396,13.51
2413508,6436,193.351,33.29
2413557,4659,122.375,38.07
2413607,5487,157.85,34.76
2413706,4654,213.456,21.8
2413805,2338,124.093,18.84
2413904,11422,352.818,32.37
2414001,13281,339.484,39.12
2414100,10262,223.671,45.88
2414159,5891,68.556,85.93
2414209,16929,102.68,164.87
2414308,2348,135.456,17.33
2414407,33035,753.961,43.82
2414456,3376,268.725,12.56
2414506,10078,213.584,47.19
2414605,13577,873.14,15.55
2414704,5233,72.684,72.0
2414753,3014,71.621,42.08
2414803,10735,84.127,127.6
2414902,1822,37.905,48.07
2415008,3174,47.656,66.6
2500106,9335,241.662,38.63
2500205,5003,351.607,14.23
2500304,26062,322.071,80.92
2500403,21013,128.23,163.87
2500502,13725,111.361,123.25
2500536,5578,309.896,18.0
2500577,2953,222.74,13.26
2500601,21730,183.974,118.11
2500700,17964,476.238,37.72
2500734,2234,122.094,18.3
2500775,7960,291.478,27.31
2500809,16646,232.177,71.7
2500908,12212,91.306,133.75
2501005,17189,246.717,69.67
2501104,22633,269.13,84.1
2501153,2005,114.078,17.58
2501203,7128,35.81,199.05
2501302,18705,376.118,49.73
2501351,4152,132.139,31.42
2501401,9224,102.756,89.77
2501500,23134,255.641,90.49
2501534,4762,50.03,95.18
2501575,8059,375.177,21.48
2501609,12904,781.187,16.52
2501708,5906,609.697,9.69
2501807,82742,27.705,2986.54
2501906,16401,99.609,164.65
2502003,6268,601.549,10.42
2502052,3504,57.453,60.99
2502102,5207,168.664,30.87
2502151,6377,468.933,13.6
2502201,2286,47.367,48.26
2502300,4661,186.059,25.05
2502409,10252,226.798,45.2
2502508,17598,373.077,47.17
2502607,5648,197.058,28.66
2502706,4214,26.107,161.41
2502805,13613,401.315,33.92
2502904,5742,93.857,61.18
2503001,21193,151.018,140.33
2503100,5335,469.171,11.37
2503209,66519,29.873,2226.73
2503308,9151,193.215,47.36
2503407,3291,213.018,15.45
2503506,16064,165.072,97.32
2503555,7223,124.068,58.22
2503605,6602,123.677,53.38
2503704,63239,562.703,112.38
2503753,2740,282.693,9.69
2503803,5753,55.963,102.8
2503902,6085,541.841,11.23
2504009,419379,591.658,708.82
2504033,6970,79.876,87.26
2504074,3944,486.622,8.1
2504108,2312,59.07,39.14
2504157,6889,202.761,33.98
2504207,4491,527.424,8.51
2504306,30661,551.765,55.57
2504355,5254,117.823,44.59
2504405,18260,580.65,31.45
2504504,6451,265.473,24.3
2504603,27605,171.267,161.18
2504702,4933,324.686,15.19
2504801,14683,372.012,39.47
2504850,1824,173.942,10.49
2504900,17095,192.512,88.8
2505006,7580,163.57,46.34
2505105,19719,733.818,26.87
2505204,6730,42.091,159.89
2505238,6251,107.68,58.05
2505279,5254,86.428,60.79
2505303,2292,217.624,10.53
2505352,4982,186.198,26.76
2505402,8067,182.018,44.32
2505501,3641,60.39,60.29
2505600,6299,271.791,23.18
2505709,10380,173.648,59.78
2505808,3327,27.012,123.17
2505907,3011,248.226,12.13
2506004,31231,157.851,197.85
2506103,11049,185.061,59.7
2506202,2846,238.658,11.93
2506251,8179,192.42,42.51
2506301,57484,162.387,353.99
2506400,13766,340.408,40.44
2506509,3242,344.502,9.41
2506608,5631,240.357,23.43
2506707,10392,317.804,32.7
2506806,17692,262.179,67.48
2506905,23182,210.572,110.09
2507002,23940,460.21,52.02
2507101,18382,145.806,126.07
2507200,10499,251.749,41.7
2507309,14477,256.845,56.36
2507408,7516,177.356,42.38
2507507,833932,210.044,3970.27
2507606,7796,75.678,103.02
2507705,17007,474.606,35.83
2507804,6793,180.425,37.65
2507903,10012,78.706,127.21
2508000,9234,395.075,23.37
2508109,4415,176.649,24.99
2508208,7819,83.508,93.63
2508307,27730,108.219,256.24
2508406,3162,107.416,29.44
2508505,6877,266.948,25.76
2508554,4797,42.876,111.88
2508604,12560,93.8,133.9
2508703,3583,228.676,15.67
2508802,6046,172.01,35.15
2508901,44599,337.434,132.17
2509008,10434,352.025,29.64
2509057,8999,122.665,73.36
2509107,21512,155.265,138.55
2509156,6705,69.952,95.85
2509206,14139,209.402,67.52
2509305,8244,182.439,45.19
2509339,4571,36.522,125.16
2509370,2543,85.275,29.82
2509396,6433,83.053,77.46
2509404,13899,214.093,64.92
2509503,5812,31.793,182.81
2509602,4338,116.854,37.12
2509701,32277,992.62,32.52
2509800,8791,187.259,46.95
2509909,8945,202.173,44.24
2510006,7203,193.203,37.28
2510105,9724,47.572,204.41
2510204,5787,81.516,70.99
2510303,4259,314.748,13.53
2510402,6060,580.47,10.44
2510501,3580,314.625,11.38
2510600,2918,128.11,22.78
2510659,1720,207.814,8.28
2510709,2463,123.422,19.96
2510808,103165,472.892,218.16
2510907,11834,577.379,20.5
2511004,3739,116.873,31.99
2511103,6859,335.615,20.44
2511202,29662,406.729,72.93
2511301,16441,576.986,28.49
2511400,18333,667.714,27.46
2511509,12311,103.306,119.17
2511608,6815,65.574,103.93
2511707,5329,40.908,130.27
2511806,9340,80.672,115.78
2511905,16751,135.801,123.35
2512002,17469,623.967,28.0
2512036,3830,97.758,39.18
2512077,4006,94.646,42.33
2512101,32473,894.099,36.32
2512200,3915,201.788,19.4
2512309,21114,368.569,57.29
2512408,14277,71.118,200.75
2512507,47658,402.748,118.33
2512606,1743,147.158,11.84
2512705,17885,183.459,97.49
2512721,5766,74.216,77.69
2512747,2927,85.291,34.32
2512754,4690,40.281,116.43
2512762,4738,40.46,117.1
2512788,1955,93.654,20.87
2512804,8493,262.532,32.35
2512903,24581,465.24,52.84
2513000,3355,179.005,18.74
2513109,11505,204.079,56.38
2513158,7670,217.577,35.25
2513208,5947,217.677,27.32
2513307,5865,211.143,27.78
2513356,3227,327.635,9.85
2513406,14959,440.766,33.94
2513505,5010,405.164,12.37
2513604,6569,361.484,18.17
2513653,2539,71.799,35.36
2513703,149910,718.576,208.62
2513802,4402,359.442,12.25
2513851,2622,197.791,13.26
2513901,32235,245.84,131.12
2513927,4327,199.635,21.67
2513943,2585,233.835,11.05
2513968,2595,170.361,15.23
2513984,3137,90.724,34.58
2514008,4226,612.966,6.89
2514107,4263,812.617,5.25
2514206,7126,333.724,21.35
2514305,5034,183.273,27.47
2514404,4083,726.757,5.62
2514453,5891,100.642,58.53
2514503,19067,686.918,27.76
2514552,3416,158.052,21.61
2514602,3242,153.629,21.1
2514651,1699,253.787,6.69
2514701,4138,213.555,19.38
2514800,3411,376.661,9.06
2514909,7470,533.446,14.0
2515005,7066,92.413,76.46
2515104,11040,46.372,238.07
2515203,3279,464.327,7.06
2515302,51306,313.678,163.56
2515401,10291,262.751,39.17
2515500,13614,698.102,19.5
2515609,3094,31.679,97.67
2515708,2942,64.352,45.72
2515807,6828,55.197,123.7
2515906,4885,65.062,75.08
2515930,5054,32.455,155.72
2515971,8236,61.953,132.94
2516003,26774,233.043,114.89
2516102,13968,578.178,24.16
2516151,3345,147.264,22.71
2516201,67259,728.492,92.33
2516300,17166,833.315,20.6
2516409,8010,245.236,32.66
2516508,14068,628.365,22.39
2516607,14101,239.507,58.88
2516706,14631,155.452,94.12
2516755,2966,87.452,33.92
2516805,9892,224.336,44.09
2516904,14930,293.182,50.92
2517001,9124,185.578,49.17
2517100,2668,191.282,13.95
2517209,4864,147.098,33.07
2517407,2228,106.811,20.86
2600054,98462,126.384,779.07
2600104,40241,377.696,106.54
2600203,18674,1490.594,12.53
2600302,23779,200.369,118.68
2600401,26461,531.935,49.74
2600500,41548,885.988,46.89
2600609,13542,214.267,63.2
2600708,35741,272.773,131.03
2600807,20674,450.178,45.92
2600906,18205,233.239,78.05
2601003,10241,118.088,86.72
2601052,19243,96.36,199.7
2601102,85088,2037.394,41.76
2601201,77742,343.923,226.04
2601300,12263,118.639,103.36
2601409,40121,233.433,171.87
2601508,10378,73.145,141.88
2601607,18301,1830.797,10.0
2601706,79507,647.445,122.8
2601805,11232,1244.074,9.03
2601904,61694,492.632,125.23
2602001,34478,1621.786,21.26
2602100,44294,792.185,55.91
2602209,37629,224.108,167.91
2602308,37474,393.191,95.31
2602407,9079,159.786,56.82
2602506,7720,106.039,72.8
2602605,48648,762.346,63.81
2602704,12808,93.187,137.44
2602803,52097,1336.544,38.98
2602902,203440,445.386,456.77
2603009,30294,1658.616,18.26
2603108,19899,179.262,111.01
2603207,28827,294.946,97.74
2603306,11093,121.945,90.97
2603405,5228,179.314,29.16
2603454,147771,51.321,2879.35
2603504,17419,72.01,241.9
2603603,7750,39.116,198.13
2603702,24329,423.168,57.49
2603801,18338,337.13,54.39
2603900,18644,427.802,43.58
2603926,12239,1004.667,12.18
2604007,79293,147.017,539.35
2604106,378048,923.15,409.52
2604155,12967,115.868,111.91
2604205,32156,208.594,154.16
2604304,10518,148.746,70.71
2604403,12984,49.327,263.22
2604502,20546,84.787,242.32
2604601,24587,89.645,274.27
2604700,17131,317.793,53.91
2604809,10198,102.852,99.15
2604908,15920,292.231,54.48
2605004,23518,95.155,247.15
2605103,37699,1404.126,26.85
2605152,17188,1539.052,11.17
2605202,59891,342.584,174.82
2605301,31843,1336.786,23.82
2605400,21427,107.726,198.9
2605459,3167,18.609,170.19
2605509,15026,92.516,162.42
2605608,20347,995.558,20.44
2605707,30137,3604.948,8.36
2605806,13636,212.707,64.11
2605905,18214,257.781,70.66
2606002,142506,458.552,310.77
2606101,29347,234.708,125.04
2606200,81055,445.405,181.98
2606309,6967,521.69,13.35
2606408,86516,507.36,170.52
2606507,17165,635.137,27.03
2606606,26593,1882.498,14.13
2606705,7140,189.596,37.66
2606804,115196,306.879,375.38
2606903,11081,838.132,13.22
2607000,25603,1231.362,20.79
2607109,4765,243.586,19.56
2607208,98932,521.801,189.6
2607307,29009,693.914,41.8
2607406,4284,430.038,9.96
2607505,32650,1061.694,30.75
2607604,24540,66.146,371.0
2607653,34935,304.006,114.92
2607703,13791,411.901,33.48
2607752,27749,73.968,375.15
2607802,16554,162.739,101.72
2607901,644037,258.724,2489.28
2607950,10247,87.208,117.5
2608008,15843,714.601,22.17
2608057,14020,277.862,50.46
2608107,27725,134.147,206.68
2608206,13269,122.592,108.24
2608255,11517,120.527,95.56
2608305,15329,104.835,146.22
2608404,13648,148.254,92.06
2608453,17981,69.666,258.1
2608503,19003,56.131,338.55
2608602,11933,198.762,60.04
2608701,14076,224.947,62.57
2608750,24088,1850.07,13.02
2608800,39582,189.096,209.32
2608909,56510,273.733,206.44
2609006,23879,108.049,221.0
2609105,11333,61.619,183.92
2609154,23763,344.685,68.94
2609204,9359,199.865,46.83
2609303,14166,821.676,17.24
2609402,55292,194.197,284.72
2609501,30648,130.572,234.72
2609600,349976,41.3,8474.0
2609709,21808,138.521,157.43
2609808,13613,554.76,24.54
2609907,65245,2381.57,27.4
2610004,54584,339.401,160.82
2610103,7031,168.796,41.65
2610202,22991,380.428,60.43
2610301,12199,185.371,65.81
2610400,18612,2609.548,7.13
2610509,28340,327.21,86.61
2610608,56665,269.651,210.14
2610707,342167,96.932,3529.97
2610806,22795,922.602,24.71
2610905,62722,960.042,65.33
2611002,34161,1056.589,32.33
2611101,386791,4561.87,84.79
2611200,10500,205.119,51.19
2611309,27552,239.832,114.88
2611408,13838,113.135,122.31
2611507,17928,230.617,77.74
2611533,6554,210.705,31.11
2611606,1488920,218.843,6803.6
2611705,20639,314.003,65.73
2611804,33507,289.566,115.71
2611903,20009,227.458,87.97
2612000,10887,190.455,57.16
2612109,5727,87.217,65.66
2612208,62372,1678.564,37.16
2612307,13836,251.549,55.0
2612406,18624,268.065,69.48
2612455,13841,1245.983,11.11
2612471,11567,114.932,100.64
2612505,98254,335.309,293.03
2612554,12106,1005.341,12.04
2612604,40578,3000.774,13.52
2612703,14013,92.148,152.07
2612802,10244,200.327,51.14
2612901,13113,160.477,81.71
2613008,49449,719.148,68.76
2613107,37126,382.483,97.07
2613206,23837,258.519,92.21
2613305,20037,227.385,88.12
2613404,18825,69.184,272.1
2613503,34843,1474.086,23.64
2613602,31004,774.037,40.05
2613701,111249,263.687,421.9
2613800,16677,112.554,148.17
2613909,92228,2980.007,30.95
2614006,18207,1535.19,11.86
2614105,32811,2421.527,13.55
2614204,37596,374.321,100.44
2614303,10540,404.287,26.07
2614402,5210,138.398,37.65
2614501,64120,252.896,253.54
2614600,27681,390.434,70.9
2614709,13738,227.601,60.36
2614808,23902,1264.532,18.9
2614857,23561,213.75,110.23
2615003,24736,475.184,52.06
2615102,6513,151.45,43.0
2615201,8920,318.709,27.99
2615300,46147,287.683,160.41
2615409,41137,25.704,1600.41
2615508,13867,137.321,100.98
2615607,30321,295.765,102.52
2615706,14705,191.518,76.78
2615805,26937,934.801,28.82
2615904,8005,189.509,42.24
2616001,17251,336.107,51.33
2616100,9169,476.039,19.26
2616183,7558,73.631,102.65
2616209,21959,196.325,111.85
2616308,26359,228.017,115.6
2616407,134084,336.573,398.38
2616506,11611,110.815,104.78
2700102,19008,468.229,40.6
2700201,13966,186.134,75.03
2700300,234696,345.655,678.99
2700409,37512,533.258,70.34
2700508,16365,131.364,124.58
2700607,7944,74.247,106.99
2700706,16448,315.87,52.07
2700805,4722,66.628,70.87
2700904,5936,334.136,17.77
2701001,21187,193.002,109.78
2701100,9603,168.048,57.14
2701209,10482,281.692,37.21
2701308,16024,94.357,169.82
2701357,6665,65.91,101.12
2701407,32106,312.726,102.66
2701506,8143,170.144,47.86
2701605,15559,602.778,25.81
2701704,15032,263.735,57.0
2701803,8999,111.696,80.57
2701902,5910,157.831,37.45
2702009,10810,88.759,121.79
2702108,15816,207.935,76.06
2702207,5581,39.608,140.91
2702306,50414,897.8,56.15
2702355,25397,278.879,91.07
2702405,51318,628.545,81.65
2702504,9805,141.621,69.23
2702553,15429,260.772,59.17
2702603,22712,175.906,129.11
2702702,3963,110.062,36.01
2702801,9618,333.756,28.82
2702900,36102,513.454,70.31
2703007,13731,265.312,51.75
2703106,23995,334.346,71.77
2703205,21372,426.538,50.11
2703304,15167,372.019,40.77
2703403,5083,148.992,34.12
2703502,5352,208.738,25.64
2703601,9219,85.356,108.01
2703700,4985,105.416,47.29
2703759,9470,334.265,28.33
2703809,17150,298.17,57.52
2703908,4092,88.793,46.08
2704005,23907,247.724,96.51
2704104,18457,83.621,220.72
2704203,24740,309.205,80.01
2704302,957916,509.32,1880.77
2704401,17700,442.744,39.98
2704500,32174,334.165,96.28
2704609,9534,332.37,28.68
2704708,60370,340.98,177.05
2704807,13679,180.107,75.95
2704906,3155,91.741,34.39
2705002,21844,914.722,23.88
2705101,23857,238.113,100.19
2705200,15405,114.156,134.95
2705309,4845,167.462,28.93
2705408,7184,86.604,82.95
2705507,25187,418.028,60.25
2705606,10020,215.547,46.49
2705705,20695,188.221,109.95
2705804,8349,327.678,25.48
2705903,4330,117.006,37.01
2706000,10812,175.288,61.68
2706109,11446,196.56,58.23
2706208,4325,38.189,113.25
2706307,71574,450.99,158.7
2706406,23823,688.87,34.58
2706422,10573,254.719,41.51
2706448,13835,92.788,149.1
2706505,13804,251.29,54.93
2706604,6576,118.457,55.51
2706703,58650,688.452,85.19
2706802,15908,243.686,65.28
2706901,35370,259.614,136.24
2707008,2731,117.086,23.32
2707107,22609,403.995,55.96
2707206,12518,284.26,44.04
2707305,24071,313.231,76.85
2707404,9295,257.105,36.15
2707503,20082,235.852,85.15
2707602,11080,319.829,34.64
2707701,93927,293.816,319.68
2707800,6474,128.926,50.21
2707909,6919,28.857,239.77
2708006,46220,436.16,105.97
2708105,11323,232.169,48.77
2708204,6555,139.038,47.15
2708303,20813,256.603,81.11
2708402,30604,490.879,62.35
2708501,30873,397.257,77.72
2708600,51990,335.683,154.88
2708709,8482,76.731,110.54
2708808,31786,314.924,100.93
2708907,24278,41.268,588.3
2708956,12303,338.569,36.34
2709004,5796,124.617,46.51
2709103,19032,153.841,123.71
2709152,38053,299.221,127.17
2709202,23565,681.577,34.57
2709301,59280,420.376,141.02
2709400,24092,367.888,65.49
2800100,2170,35.683,60.81
2800209,20131,359.543,55.99
2800308,602757,182.163,3308.89
2800407,10318,198.967,51.86
2800506,18081,148.134,122.06
2800605,41511,92.268,449.9
2800670,24636,205.443,119.92
2800704,7841,141.464,55.43
2801009,18149,201.518,90.06
2801108,3791,171.581,22.09
2801207,26834,934.167,28.73
2801306,31645,442.211,71.56
2801405,19939,638.743,31.22
2801504,13853,46.395,298.59
2801603,5391,83.711,64.4
2801702,17100,228.556,74.82
2801900,3824,128.393,29.78
2802007,4340,90.508,47.95
2802106,65078,647.344,100.53
2802205,5975,183.273,32.6
2802304,14530,399.178,36.4
2802403,11096,656.956,16.89
2802502,3037,19.793,153.44
2802601,5834,242.679,24.04
2802700,8321,52.693,157.91
2802809,16549,316.316,52.32
2802908,103440,337.295,306.68
2803005,40678,501.794,81.07
2803104,4745,183.422,25.87
2803203,34411,739.702,46.52
2803302,16209,365.677,44.33
2803401,13407,402.353,33.32
2803500,101579,968.921,104.84
2803609,23975,162.273,147.74
2803708,6838,137.496,49.73
2803807,3579,63.199,56.63
2803906,11533,101.888,113.19
2804003,15719,95.554,164.5
2804102,11050,95.416,115.81
2804201,14336,386.912,37.05
2804300,7822,74.31,105.26
2804409,16426,271.323,60.54
2804458,9232,340.772,27.09
2804508,41212,758.429,54.34
2804607,24996,482.412,51.81
2804706,6268,83.767,74.83
2804805,192330,155.018,1240.69
2804904,12502,381.428,32.78
2805000,2778,82.211,33.79
2805109,7396,33.344,221.81
2805208,5677,156.373,36.3
2805307,7913,208.681,37.92
2805406,33439,1220.426,27.4
2805505,21794,441.326,49.38
2805604,26576,878.043,30.27
2805703,26618,96.32,276.35
2805802,18313,530.607,34.51
